product_id,mean,median,std,min,max,iqr,cv,price_range,price_spread_ratio
02370b0e-c577-4e07-ac6a-9770fddb0917,11900.0,11900.0,0.0,11900.0,11900.0,0.0,0.0,0.0,1.0
024df3b0-a2ff-48d3-8b7a-f0507847267a,4200.0,4200.0,0.0,4200.0,4200.0,0.0,0.0,0.0,1.0
0257af1a-3964-477d-8d60-e3a048e437fc,5995.0,5995.0,0.0,5995.0,5995.0,0.0,0.0,0.0,1.0
025a79e1-e2d1-4d89-90d7-67bcadf963b1,990.0,990.0,0.0,990.0,990.0,0.0,0.0,0.0,1.0
025b5bf0-450b-4e13-b3dc-107ce02fce49,1395.0,1395.0,0.0,1395.0,1395.0,0.0,0.0,0.0,1.0
025cf8fd-6aad-4eb3-9fd1-298d218a1145,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,1.0
02702c11-0fd8-4523-8d6e-ce9288b95666,1395.0,1395.0,0.0,1395.0,1395.0,0.0,0.0,0.0,1.0
02720b80-52a8-40ca-811f-fda4a73b03ba,995.0,995.0,0.0,995.0,995.0,0.0,0.0,0.0,1.0
027f9d03-ed52-47ea-8e8d-4455ece97657,2995.0,2995.0,0.0,2995.0,2995.0,0.0,0.0,0.0,1.0
02891305-52c6-4b86-9243-d2931a86be62,185.0,185.0,0.0,185.0,185.0,0.0,0.0,0.0,1.0
028f6b3e-359d-4f5f-aa42-21dc794986c5,16900.0,16900.0,0.0,16900.0,16900.0,0.0,0.0,0.0,1.0
02972d19-79c1-4ecd-bf5f-dd9c13708d1c,3595.0,3595.0,0.0,3595.0,3595.0,0.0,0.0,0.0,1.0
02a7d49f-5464-4aa7-9a59-ea1bf7054c3e,1575.0,1575.0,0.0,1575.0,1575.0,0.0,0.0,0.0,1.0
02b0d900-8f09-4fc0-af56-f24411ca7c4b,5495.0,5495.0,0.0,5495.0,5495.0,0.0,0.0,0.0,1.0
02b2d18e-7d83-4867-bdc9-b0301d03f6e4,23900.0,23900.0,0.0,23900.0,23900.0,0.0,0.0,0.0,1.0
02ba1a0a-3491-41ed-b69a-ddd19fda991b,5995.0,5995.0,0.0,5995.0,5995.0,0.0,0.0,0.0,1.0
02bb6a44-09ea-43b1-84c4-dcbd97c60111,52900.0,52900.0,0.0,52900.0,52900.0,0.0,0.0,0.0,1.0
02c78831-79b5-4912-9a58-625c0696138f,6695.0,6695.0,0.0,6695.0,6695.0,0.0,0.0,0.0,1.0
